name,nickname,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth
Laverne Clark,,27,21,1,180.34,77.11,,Orthodox,02-12-1973
Lazar Stojadinovic,The Bronx Bomber,12,5,0,170.18,65.77,172.72,Southpaw,22-03-1989
LC Davis,,23,8,0,172.72,61.23,175.26,Southpaw,28-10-1980
Leah Letson,Nidas,5,3,0,170.18,65.77,180.34,Southpaw,21-08-1992
Leandro Issa,Brodinho,13,6,0,170.18,61.23,175.26,Orthodox,19-09-1983
Leandro Silva,Buscape,20,6,1,175.26,70.31,182.88,Orthodox,11-11-1985
Lee Brousseau,Manimal,5,3,0,185.42,92.99,,,
Lee Gibson,Lethal,12,4,0,170.18,70.31,,,
Lee Higgins,,2,1,0,,70.31,,,
Lee Kwan Bum,,0,1,0,187.96,129.73,,Orthodox,
Lee Murray,Lightning,8,2,1,190.5,83.91,,Orthodox,12-09-1977
Leigh Remedios,Bulldog,18,10,2,170.18,70.31,,Orthodox,13-01-1976
Leiticia Pestova,,0,2,0,167.64,61.23,,Orthodox,15-01-1984
Lemont Davis,,2,6,0,172.72,77.11,,Orthodox,
Len Bentley,,10,6,0,175.26,70.31,,,
Leo Kuntz,The Lion,18,4,1,177.8,70.31,,Orthodox,03-10-1983
Leo Sylvest,Lethal,10,16,0,180.34,92.99,,Orthodox,03-09-1973
Leon Aliu,The Albanian Lion,10,2,0,182.88,83.91,187.96,Orthodox,14-07-1989
Leon Edwards,Rocky,21,3,0,187.96,77.11,187.96,Southpaw,25-08-1991
Leon Shahbazyan,,7,2,0,193.04,77.11,187.96,Orthodox,18-11-1995
Leonard Garcia,Bad Boy,18,13,1,177.8,65.77,172.72,Orthodox,14-07-1979
Leonardo Damiani,Puppy,10,3,1,177.8,77.11,175.26,Orthodox,30-08-1990
Leonardo Guimaraes,Leleco,11,5,0,182.88,83.91,,Orthodox,15-04-1982
Leonardo Mafra,Macarrao,13,4,0,177.8,70.31,177.8,Orthodox,25-04-1989
Leonardo Morales,Chimy,6,2,0,172.72,61.23,,Southpaw,22-12-1992
Leonardo Santos,,18,7,1,182.88,70.31,190.5,Orthodox,05-02-1980
Leonardo Silva de Oliveira,Cabecao,12,4,0,187.96,83.91,,Orthodox,23-04-1992
Lerone Murphy,The Miracle,13,0,1,175.26,65.77,185.42,Orthodox,22-07-1991
Leslie Smith,The Peacemaker,10,7,1,175.26,61.23,167.64,Orthodox,17-08-1982
Levan Makashvili,The Hornet,15,2,1,172.72,65.77,172.72,Orthodox,07-01-1989
Levi Alford,,1,7,0,,,,,
Levi Avera,,18,15,0,185.42,77.11,,,
Lewis Gonzalez,Lethal,11,3,0,177.8,77.11,,Orthodox,19-09-1987
Li Jingliang,The Leech,19,8,0,182.88,77.11,180.34,Orthodox,20-03-1988
Liam McGeary,,12,2,0,198.12,92.99,,,
Liana Jojua,She Wolf,8,5,0,162.56,56.7,157.48,Orthodox,22-03-1995
Liang Na,The Dragon Girl,19,7,0,165.1,56.7,170.18,Orthodox,27-07-1996
Liliya Shakirova,,8,2,0,162.56,56.7,165.1,Orthodox,24-10-1991
Lina Kvokov,,0,3,0,175.26,61.23,,Orthodox,
Lina Lansberg,Elbow Queen,10,8,0,170.18,61.23,165.1,Orthodox,13-03-1982
Linton Vassell,The Swarm,18,5,0,193.04,92.99,,,
Lionel Lanham,,5,1,0,,92.99,,,
Lisa Ellis,,15,11,0,162.56,52.16,,,
Lissette Neri,,6,4,0,157.48,65.77,,,
Liudvik Sholinian,Palmeyros,9,4,1,177.8,61.23,180.34,Orthodox,20-01-1990
Livinha Souza,The Brazilian Gangsta,14,4,0,160.02,52.16,160.02,Orthodox,11-03-1991
Liz Carmouche,Girlrilla,13,7,0,167.64,56.7,167.64,Orthodox,19-02-1984
Lloyd Van Dams,,0,1,0,185.42,108.86,,Southpaw,05-03-1972
Lodune Sincaid,,15,9,0,175.26,83.91,,Orthodox,07-05-1973
Logan Clark,,18,6,0,187.96,83.91,,Orthodox,16-02-1985
Logan Nail,,1,1,0,,83.91,,,
Logan Urban,Hulk,5,1,0,182.88,77.11,182.88,Orthodox,22-04-1994
Loik Radzhabov,The Tajik Tank,17,5,1,180.34,70.31,175.26,Orthodox,17-09-1990
Lolohea Mahe,,10,4,1,,,,,
Loma Lookboonmee,,8,3,0,154.94,52.16,154.94,Orthodox,18-01-1996
Loopy Godinez,,12,3,0,157.48,52.16,154.94,Orthodox,06-09-1993
Lorenz Larkin,The Monsoon,18,6,0,180.34,77.11,182.88,Orthodox,03-09-1986
Lorenzo Hood,Dream Killer,14,5,0,190.5,120.2,203.2,Southpaw,02-03-1989
Louis Cosce,,7,2,0,175.26,77.11,180.34,Orthodox,27-08-1995
Louis Gaudinot,Goodnight,8,4,0,160.02,56.7,160.02,Orthodox,28-08-1984
Louis Jauregui,,4,2,0,170.18,77.11,,,
Louis Smolka,Da Last Samurai,17,9,0,175.26,61.23,172.72,Orthodox,16-07-1991
Louis Taylor,Handgunz,13,4,0,180.34,83.91,,Orthodox,12-05-1979
Lowell Anderson,,0,1,0,167.64,72.57,,Orthodox,
Lu Kai,The Last Gladiator,8,5,0,175.26,65.77,175.26,Orthodox,01-03-1994
Lu Zhengyong,,12,7,0,,56.7,,,
Luan Chagas,Tarzan,15,3,1,182.88,77.11,190.5,Orthodox,17-06-1993
Luan Lacerda,,12,3,0,170.18,61.23,180.34,Orthodox,07-01-1993
Luana Carolina,Dread,9,4,0,167.64,56.7,175.26,Orthodox,11-06-1993
Luana Pinheiro,,11,2,0,157.48,52.16,157.48,Orthodox,18-11-1992
Luana Santos,,6,1,0,167.64,61.23,170.18,Orthodox,16-04-2000
Luc Bondole,,5,2,2,187.96,92.99,,,
Lucas Alexander,The Lion,8,4,0,180.34,65.77,185.42,Orthodox,28-07-1995
Lucas Almeida,,14,2,0,180.34,65.77,180.34,Orthodox,31-01-1991
Lucas Fernando,,9,2,0,190.5,83.91,203.2,,
Lucas Gamaza,,8,4,0,,77.11,,,
Lucas Lopes,,29,19,0,187.96,83.91,,,
Lucas Martins,Mineiro,19,3,0,182.88,65.77,182.88,Southpaw,11-11-1988
Lucas Rocha,Fenomeno,17,1,0,160.02,61.23,162.56,Orthodox,12-08-2000
Lucas Stark,,1,5,0,,70.31,,,
Lucasz Sudolski,,8,1,0,193.04,92.99,190.5,Orthodox,15-06-1993
Luciano Azevedo,,17,9,1,190.5,73.03,,Orthodox,25-06-1981
Luciano Pereira,El Torito,13,1,0,,56.7,,Orthodox,09-01-2001
Lucie Pudilova,,14,9,0,172.72,61.23,170.18,Orthodox,13-06-1994
Lucio Linhares,,19,8,0,187.96,83.91,,Orthodox,08-12-1973
Lucrezia Ria,,8,2,0,167.64,56.7,,Orthodox,24-06-1992
Ludovit Klein,Mr. Highlight,20,4,1,170.18,70.31,182.88,Southpaw,22-02-1995
Luigi Fioravanti,,26,15,0,172.72,77.11,177.8,Orthodox,22-01-1981
Luigi Vendramini,The Italian Stallion,9,3,0,172.72,70.31,185.42,Orthodox,16-01-1996
Luis Gomez,Tiger Junior,4,1,0,170.18,65.77,172.72,Orthodox,28-01-1995
Luis Henrique,KLB,10,5,0,187.96,110.22,187.96,Orthodox,21-08-1993
Luis Mendoza,,0,1,0,,70.31,,,
Luis Pajuelo,Corazon de Leon,8,1,0,177.8,65.77,175.26,Orthodox,18-12-1994
Luis Pena,Violent Bob Ross,9,3,0,190.5,70.31,190.5,Southpaw,05-07-1993
Luis Ramos,Beicao,20,10,2,172.72,77.11,,Orthodox,18-01-1981
Luis Rodriguez,Lazy Boy,11,2,0,167.64,56.7,165.1,Orthodox,07-05-1999
Luis Saldana,,16,7,1,180.34,65.77,185.42,Orthodox,27-01-1991
Luis Santos,,63,10,1,185.42,77.11,,Southpaw,
Luiz Azeredo,,15,10,0,175.26,69.85,,Orthodox,10-06-1976
Luiz Cane,Banha,17,7,0,187.96,83.91,195.58,Southpaw,24-04-1981
Luiz Dutra,Besouro,13,6,1,180.34,77.11,,Orthodox,06-05-1982
Luiz Firmino,Buscape,19,8,0,167.64,69.85,,Orthodox,18-03-1982
Lukasz Brzeski,The Bull,8,4,1,193.04,107.05,198.12,Orthodox,17-05-1992
Lukasz Les,,8,3,0,,77.11,,,
Lukasz Sajewski,Wookie,13,3,0,172.72,70.31,180.34,Orthodox,27-11-1990
Luke Barnatt,The Bigslow,13,4,0,198.12,83.91,195.58,Orthodox,13-04-1988
Luke Caudillo,Lil' Hulk,17,17,0,170.18,70.31,,Orthodox,30-11-1980
Luke Cummo,,6,6,0,182.88,77.11,187.96,Orthodox,27-04-1980
Luke Flores,,9,2,0,182.88,70.31,185.42,Southpaw,17-03-1988
Luke Hartwig,,0,1,0,,,,,
Luke Jumeau,The Jedi,13,5,0,180.34,77.11,182.88,Orthodox,12-02-1988
Luke Rockhold,,16,6,0,190.5,83.91,195.58,Southpaw,17-10-1984
Luke Sanders,Cool Hand,13,5,0,167.64,61.23,170.18,Southpaw,12-12-1985
Luke Stewart,,6,3,0,180.34,77.11,,Orthodox,
Luke Zachrich,,14,4,0,187.96,83.91,187.96,Orthodox,19-12-1981
Lumumba Sayers,,6,5,0,182.88,83.91,,,
Lv Zhenhong,,16,6,0,172.72,65.77,170.18,Switch,25-06-1993
Lyle Beerbohm,Fancy Pants,24,3,0,177.8,70.31,,Southpaw,05-02-1979
Lyman Good,Cyborg,21,6,0,182.88,77.11,187.96,Orthodox,26-05-1985
Lyoto Machida,The Dragon,24,8,0,185.42,83.91,187.96,Southpaw,30-05-1978
Mabelly Lima,,7,1,0,157.48,61.23,,Orthodox,25-01-1994
Mac Danzig,,21,12,1,172.72,70.31,177.8,Orthodox,02-01-1980
Maciej Jewtuszko,Irokez,12,3,0,182.88,70.31,,Southpaw,31-01-1981
Mack Brewer,,0,1,0,,92.99,,,
Mackens Semerzier,Da Menace,8,4,0,175.26,65.77,182.88,Orthodox,03-11-1980
Mackenzie Dern,,13,4,0,162.56,52.16,160.02,Orthodox,24-03-1993
Macy Chiasson,,9,3,0,180.34,61.23,182.88,Orthodox,27-07-1991
Mads Burnell,,9,3,0,172.72,65.77,175.26,Orthodox,06-03-1994
Magno Almeida,,10,3,0,182.88,70.31,,,
Magnus Cedenblad,Jycken,14,5,0,195.58,83.91,200.66,Orthodox,10-04-1982
Magomed Ankalaev,,18,1,1,190.5,92.99,190.5,Orthodox,02-06-1992
Magomed Gadzhiyasulov,,8,0,0,187.96,92.99,190.5,Orthodox,04-11-1993
Magomed Mustafaev,The Sniper,14,4,0,172.72,70.31,180.34,Orthodox,02-08-1988
Magomed Sultanakhmedov,,18,6,0,187.96,83.91,,Southpaw,
Maheshate,,9,3,0,182.88,70.31,180.34,Orthodox,01-12-1999
Maia Stevenson,,6,5,0,162.56,52.16,157.48,Orthodox,19-03-1982
Maiara Amanajas dos Santos,,7,3,0,165.1,52.16,,Southpaw,11-07-1987
Maiju Kujala,,6,3,0,,61.23,,,
Maimaitituoheti Keremuaili,Kyrgyz Mountain Eagle,26,11,0,167.64,61.23,167.64,Orthodox,18-03-1991
Maiquel Falcao,Big Rig,37,10,0,180.34,83.91,,Orthodox,08-03-1981
Mairbek Taisumov,Beckan,27,6,0,175.26,70.31,185.42,Orthodox,08-08-1988
Maka Watson,,4,2,0,,70.31,,,
Makhmud Muradov,,26,8,0,187.96,83.91,190.5,Orthodox,08-02-1990
Maki Pitolo,Coconut Bombz,13,9,0,177.8,83.91,190.5,Orthodox,24-11-1990
Makoto Takimoto,,6,5,0,170.18,92.99,,Southpaw,08-12-1979
Makwan Amirkhani,Mr. Finland,17,9,0,177.8,65.77,182.88,Southpaw,08-11-1988
Mal Foki,Twin Tiger,5,5,0,170.18,99.79,,Orthodox,
Malcolm Gordon,X,14,7,0,170.18,56.7,180.34,Switch,19-05-1990
Malik Lewis,Hard Knock,6,2,0,182.88,70.31,190.5,Orthodox,04-03-1996
Mallory Martin,,7,5,0,162.56,52.16,160.02,Orthodox,29-01-1994
Mana Martinez,ManaBoi,10,4,0,177.8,61.23,177.8,Orthodox,25-03-1996
Mando Gutierrez,El Toro,7,2,0,167.64,61.23,177.8,Southpaw,24-02-1997
Mandy Bohm,Monster,8,2,0,170.18,56.7,180.34,Orthodox,30-07-1989
Manel Kape,StarBoy,19,6,0,165.1,56.7,172.72,Southpaw,14-11-1993
Manny Bermudez,The Bermudez Triangle,14,2,0,177.8,65.77,180.34,Orthodox,16-07-1994
Manny Tapia,The Mangler,12,14,1,165.1,61.23,170.18,Orthodox,14-03-1981
Manny Vazquez,,11,2,0,177.8,56.7,182.88,Orthodox,19-11-1993
Manolo Zecchini,Angelo Veneziano,11,4,0,172.72,65.77,172.72,Orthodox,22-10-1996
Manon Fiorot,The Beast,11,1,0,170.18,56.7,165.1,Orthodox,17-02-1990
Manuel Gaxhja,,7,0,0,172.72,70.31,,Switch,23-07-1997
Manuel Rodriguez,Chalate,11,5,0,175.26,77.11,,Orthodox,25-04-1985
Manuel Torres,El Loco,14,2,0,177.8,70.31,185.42,Switch,25-03-1995
Manvel Gamburyan,The Anvil,15,10,0,165.1,61.23,170.18,Orthodox,08-05-1981
Mara Romero Borella,,12,9,0,167.64,56.7,175.26,Orthodox,03-06-1986
Marc Cofer,,7,5,0,,83.91,,,
Marc Diakiese,Bonecrusher,17,7,0,177.8,70.31,185.42,Orthodox,16-03-1993
Marc Stevens,,21,10,0,175.26,70.31,,,
Marc-Andre Barriault,Powerbar,16,6,0,185.42,83.91,187.96,Orthodox,18-02-1990
Marcel Fortuna,,9,3,0,185.42,92.99,187.96,Orthodox,22-10-1985
Marcelo Aguiar,,2,3,1,177.8,77.11,,Orthodox,
Marcelo Brito,Jungle Boy,13,8,0,185.42,77.11,,Orthodox,27-11-1977
Marcelo Golm,,6,3,0,190.5,112.94,190.5,Orthodox,15-09-1992
Marcelo Guimaraes,Magrao,9,2,1,182.88,83.91,185.42,Orthodox,25-06-1983
Marcelo Mello,,1,0,0,170.18,77.11,,Southpaw,
Marcelo Rojo,Pitbull,16,10,0,172.72,65.77,180.34,Orthodox,02-07-1988
Marcin Bandel,Bomba,15,7,0,177.8,70.31,,Orthodox,10-10-1989
Marcin Held,,23,7,0,175.26,70.31,180.34,Orthodox,18-01-1992
Marcin Prachnio,,16,7,0,190.5,92.99,187.96,Orthodox,14-07-1988
Marcin Tybura,Tybur,24,8,0,190.5,112.94,198.12,Orthodox,09-11-1985
Marcin Wrzosek,The Polish Zombie,12,4,0,175.26,70.31,,,
Marcio Alexandre Junior,Lyoto,17,4,0,182.88,83.91,190.5,Southpaw,05-05-1989
Marcio Cruz,Pe de Pano,8,3,0,193.04,105.23,,Orthodox,24-04-1978
Marcio Navarro,The Locomotive,14,14,0,182.88,70.31,,,
Marco Beltran,Psycho,8,6,0,172.72,56.7,175.26,Orthodox,18-05-1986
Marco Polo Reyes,,8,7,0,180.34,70.31,180.34,Orthodox,07-11-1984
Marco Ruas,King of the Streets,9,4,2,185.42,95.25,,Orthodox,23-01-1961
Marco Tulio,Matuto,10,1,0,182.88,83.91,187.96,Orthodox,13-06-1994
Marcos Bonilla,Murder Marx,4,4,0,177.8,65.77,,,
Marcos Brigagao,Ironside,11,1,0,190.5,92.99,193.04,Southpaw,01-04-1996
Marcos Conrado Jr.,,5,1,0,187.96,99.79,,Orthodox,14-03-1982
Marcos da Matta,Parrumpinha,11,3,0,162.56,65.77,,,
Marcos Galvao,Loro,18,8,1,170.18,61.23,,Orthodox,23-06-1981
Marcos Mariano,Dhalsim,6,6,0,185.42,70.31,193.04,Switch,12-10-1986
Marcos Rogerio de Lima,Pezao,21,10,1,185.42,114.76,190.5,Orthodox,25-06-1985
Marcos Vinicius,Vina,23,11,1,175.26,56.7,,Orthodox,05-12-1979
Marcus Aurelio,Maximus,22,10,0,177.8,70.31,187.96,Orthodox,18-08-1973
Marcus Bossett,The Grasshopper,1,3,0,185.42,97.52,,Orthodox,
Marcus Brimage,The Bama Beast,7,7,0,162.56,61.23,180.34,Southpaw,06-04-1985
Marcus Davis,The Irish Hand Grenade,22,11,0,177.8,77.11,177.8,Southpaw,24-08-1973
Marcus Hicks,The Wrecking Ball,10,4,0,167.64,70.31,162.56,Southpaw,25-11-1975
Marcus Jones,The Darkness,4,2,0,198.12,120.2,,Orthodox,15-08-1973
Marcus Kowal,,3,1,1,,61.23,,,
Marcus LeVesseur,The Prospect,22,7,0,175.26,70.31,177.8,Southpaw,17-07-1982
Marcus McGhee,The Maniac,8,1,0,172.72,61.23,175.26,Orthodox,07-05-1990
Marcus Silveira,Conan,6,4,0,190.5,109.77,,Orthodox,
Maria Oliveira,Spider-Girl,13,7,0,167.64,52.16,175.26,Orthodox,12-12-1996
Maria Rios,,2,3,0,165.1,56.7,,,
Maria Silva,Viuva Negra,8,1,0,160.02,52.16,162.56,Orthodox,19-12-1995
Marilia Santos,Chocolate,10,3,0,162.56,56.7,,Orthodox,12-12-1992
Marina Rodriguez,,17,3,2,167.64,52.16,165.1,Orthodox,29-04-1987
Mario Bautista,,13,2,0,175.26,61.23,175.26,Switch,01-07-1993
Mario Miranda,,14,7,0,190.5,83.91,187.96,Orthodox,12-07-1979
Mario Neto,Sukata,13,5,0,182.88,103.87,,Orthodox,
Mario Piazzon,,8,0,0,175.26,120.2,185.42,Orthodox,06-04-1998
Mario Rivera,,6,8,0,177.8,77.11,,,
Mario Soto,Dr. Mario,7,2,0,182.88,65.77,,,
Mario Sousa,Coracao Valente,15,3,0,190.5,83.91,200.66,Orthodox,20-10-1996
Mario Sperry,Zen Machine,13,4,0,187.96,92.99,,Orthodox,28-09-1966
Marion Reneau,The Belizean Bruiser,9,8,1,167.64,61.23,172.72,Orthodox,20-06-1977
Marius Enache,,3,3,0,180.34,70.31,,,
Marius Zaromskis,The Whitemare,20,9,0,175.26,77.11,,Orthodox,30-07-1980
Mariusz Ksiazkiewicz,The Iron Pol,8,1,0,190.5,83.91,190.5,Southpaw,04-10-1989
Mariya Agapova,Demonslayer,10,4,0,167.64,56.7,172.72,Southpaw,07-04-1997
Mark Bocek,,12,5,0,172.72,70.31,190.5,Orthodox,24-10-1981
Mark Cherico,The Pride of Bloomfield,11,1,0,170.18,65.77,175.26,Orthodox,12-05-1986
Mark Climaco,,9,2,0,162.56,56.7,165.1,Southpaw,06-11-1997
Mark Coleman,The Hammer,16,10,0,185.42,92.99,190.5,Orthodox,20-12-1964
Mark De La Rosa,Bumblebee,11,5,0,167.64,61.23,165.1,Orthodox,31-08-1994
Mark Dickman,Tricky,11,3,0,175.26,65.77,,,
Mark Eddiva,,6,3,0,172.72,65.77,172.72,Orthodox,16-02-1986
Mark Godbeer,The Hand Of,13,4,0,193.04,108.86,195.58,Orthodox,22-11-1983
Mark Hall,,5,6,0,182.88,86.18,,Orthodox,
Mark Holst,Boots,12,6,0,182.88,70.31,,Orthodox,14-08-1985
Mark Hominick,The Machine,20,12,0,172.72,65.77,172.72,Orthodox,22-07-1982
Mark Hughes,,6,2,0,175.26,92.99,,Southpaw,13-10-1973
Mark Hunt,Super Samoan,13,14,1,177.8,120.2,182.88,Orthodox,23-03-1974
Mark Kerr,The Smashing Machine,15,11,0,190.5,120.66,,Switch,21-12-1968
Mark Madsen,The Olympian,12,2,0,172.72,70.31,182.88,Orthodox,23-09-1984
Mark Munoz,The Filipino Wrecking Machine,14,6,0,182.88,83.91,180.34,Orthodox,09-02-1978
Mark Robinson,White Rhino,1,0,0,182.88,120.2,,Orthodox,
Mark Scanlon,,9,2,0,175.26,77.11,,Orthodox,
Mark Schultz,,1,1,0,175.26,90.72,,Orthodox,
Mark Striegl,Mugen,18,4,0,172.72,65.77,177.8,Southpaw,23-06-1988
Mark Vorgeas,,5,3,1,177.8,61.23,,,
Mark Weir,The Wizard,21,18,1,187.96,83.91,,Southpaw,19-09-1967
Marko Damiani,,0,2,0,182.88,77.11,,,
Markus Perez,Maluko,12,5,0,185.42,83.91,185.42,Orthodox,22-06-1988
Marloes Coenen,,23,8,0,175.26,65.77,170.18,,
Marlon Moraes,Magic,23,10,1,167.64,61.23,170.18,Orthodox,26-04-1988
Marlon Sims,,3,4,0,,77.11,,,
Marlon Vera,Chito,21,8,1,172.72,61.23,177.8,Switch,02-12-1992
Marnic Mann,The Sawed-Off Savage,6,2,0,152.4,52.16,162.56,Southpaw,05-03-1993
Marquel Mederos,,8,1,0,177.8,70.31,175.26,Orthodox,30-11-1996
Marques Daniels,,5,5,0,,70.31,,,
Martin Bravo,El Toro,11,3,0,172.72,65.77,180.34,Southpaw,21-09-1993
Martin Buday,Badys,13,1,0,193.04,120.2,195.58,Orthodox,11-11-1991
Martin Buschkamp,,9,0,0,175.26,65.77,,Orthodox,06-01-1991
Martin Day,The Spartan,8,6,0,177.8,65.77,185.42,Orthodox,10-11-1988
Martin Kampmann,The Hitman,20,7,0,182.88,77.11,182.88,Orthodox,17-04-1982
Martin Sano,Spartan,4,3,1,180.34,77.11,190.5,Orthodox,30-05-1991
Martin Svensson,,15,6,0,185.42,70.31,,,
Marvin Eastman,The Beastman,18,15,1,175.26,83.91,185.42,Orthodox,08-06-1971
Marvin Maldonado,The Bulldog,2,4,0,167.64,61.23,,,
Marvin Vettori,The Italian Dream,19,7,1,182.88,83.91,187.96,Southpaw,20-09-1993
Maryna Moroz,Iron Lady,11,5,0,170.18,56.7,170.18,Orthodox,08-09-1991
Masaaki Satake,,1,8,1,185.42,99.79,,Orthodox,17-08-1965
Masakatsu Funaki,,39,13,2,182.88,83.91,,Southpaw,13-03-1969
Masakatsu Okuda,,8,5,0,,,,,
Masakazu Imanari,,36,16,2,162.56,63.05,,Southpaw,10-02-1976
Masanori Kanehara,,26,12,5,170.18,61.23,170.18,Orthodox,19-11-1982
Masanori Suda,,22,11,3,175.26,83.01,,Orthodox,
Masanori Tonooka,,1,2,0,172.72,83.91,,Orthodox,
Masio Fullen,Lobo,11,7,0,177.8,65.77,177.8,Orthodox,06-10-1986
Mason Fowler,,2,0,0,180.34,77.11,,,
Mason Jones,Dragon,11,2,0,177.8,70.31,187.96,Orthodox,26-04-1995
Masutatsu Yano,,2,4,1,175.26,89.81,,Orthodox,11-07-1975
Matej Penaz,Money,6,1,0,190.5,83.91,210.82,Southpaw,14-10-1996
Mateo Vogel,Carrapato,8,3,0,172.72,65.77,180.34,Orthodox,05-03-1996
Mateus Mendonca,Bocao,10,2,0,167.64,56.7,180.34,Orthodox,17-01-1999
Mateusz Gamrot,Gamer,23,2,0,177.8,70.31,177.8,Southpaw,11-12-1990
Mateusz Rebecki,,18,1,0,170.18,70.31,167.64,Southpaw,03-11-1992
Matheus Nicolau,,19,4,1,167.64,56.7,167.64,Orthodox,06-01-1993
Matheus Scheffel,Buffa,14,7,0,187.96,92.99,190.5,Orthodox,04-11-1992
Mats Nilsson,,11,4,1,185.42,77.11,,Orthodox,05-12-1983
Matt Andersen,,14,8,1,187.96,104.33,,Southpaw,29-05-1971
Matt Arroyo,No Regard,3,3,0,177.8,77.11,182.88,Orthodox,01-09-1982
Matt Bessette,The Mangler,22,9,0,177.8,65.77,177.8,Orthodox,28-12-1984
Matt Brown,The Immortal,26,19,0,182.88,77.11,190.5,Orthodox,10-01-1981
Matt Dixon,Magic,9,1,0,177.8,77.11,190.5,Switch,09-10-1995
Matt Dwyer,,9,4,0,193.04,77.11,193.04,Orthodox,17-12-1989
Matt Foki,Twin Tiger,5,4,0,170.18,99.79,,Orthodox,
Matt Frevola,The SteamRolla,11,4,1,175.26,70.31,180.34,Orthodox,11-06-1990
Matt Grice,The Real One,15,5,0,172.72,65.77,177.8,Orthodox,29-07-1981
Matt Hamill,The Hammer,12,8,0,185.42,92.99,193.04,Orthodox,05-10-1976
Matt Helm,,1,1,0,,70.31,,,
Matt Hobar,The Crowbar,9,3,0,177.8,61.23,177.8,Southpaw,07-01-1987
Matt Horning,Horndog,20,25,0,162.56,56.7,,,
Matt Horwich,Suave,30,25,1,185.42,83.91,,Orthodox,02-10-1978
Matt Hughes,,45,9,0,175.26,77.11,185.42,Switch,13-10-1973
Matt Kovacs,300,12,16,0,182.88,110.68,,Orthodox,
Matt Lee,,14,10,1,180.34,70.31,,Orthodox,
Matt Lindland,The Law,22,9,0,182.88,83.91,187.96,Southpaw,17-05-1970
Matt Lucas,Luke Duke,15,3,0,185.42,92.99,,,
Matt Mitrione,,12,5,0,190.5,120.2,208.28,Switch,15-07-1978
Matt Pedro,,3,1,0,,,,,
Matt Ramirez,The Machine,2,3,0,165.1,56.7,,,
Matt Ricehouse,,6,1,0,,70.31,,,
Matt Sayles,,8,4,0,170.18,70.31,172.72,Orthodox,21-02-1994
Matt Schnell,Danger,16,7,0,172.72,56.7,177.8,Orthodox,15-01-1990
Matt Secor,,8,4,0,182.88,77.11,,,
Matt Serra,The Terra,11,7,0,167.64,77.11,172.72,Orthodox,02-06-1974
Matt Skelton,,0,1,0,190.5,120.2,,Orthodox,23-01-1967
Matt Van Buren,Gutter,7,6,0,195.58,92.99,,,
Matt Veach,,17,5,0,180.34,70.31,,Orthodox,31-05-1981
Matt Wiman,,16,10,0,177.8,70.31,172.72,Orthodox,19-09-1983
Matthew Lopez,,10,4,0,170.18,61.23,175.26,Southpaw,21-01-1987
Matthew Riddle,Deep Waters,8,3,0,185.42,77.11,193.04,Southpaw,14-01-1986
Matthew Semelsberger,Semi The Jedi,11,6,0,185.42,77.11,190.5,Switch,23-11-1992
Maurice Eazel,,7,15,0,170.18,61.23,,,
Maurice Greene,The Crochet Boss,9,7,0,200.66,117.03,203.2,Orthodox,05-07-1986
Maurice Mitchell,The AK Kid,11,2,0,175.26,65.77,,Orthodox,29-06-1987
Maurice Smith,,12,14,0,187.96,100.24,,Orthodox,13-12-1961
Mauricio Alonso,,13,7,0,187.96,77.11,,,
Mauricio Rua,Shogun,27,14,1,185.42,92.99,193.04,Orthodox,25-11-1981
Mauricio Ruffy,,9,1,0,180.34,77.11,190.5,Orthodox,17-06-1996
Max Griffin,Pain,19,10,0,180.34,77.11,193.04,Orthodox,29-11-1985
Max Holloway,Blessed,25,7,0,180.34,65.77,175.26,Orthodox,04-12-1991
Max Martyniouk,Payne,1,1,0,,70.31,,,
Max Mustaki,,6,3,0,182.88,70.31,,Orthodox,07-11-1987
Max Rohskopf,Rated R,5,1,0,185.42,70.31,180.34,Orthodox,27-09-1994
Maxim Grishin,Maximus,32,10,2,190.5,92.99,198.12,Orthodox,02-05-1984
Maximo Blanco,Maxi,12,8,1,172.72,65.77,180.34,Orthodox,16-10-1983
Mayana Kellem,,7,1,0,165.1,61.23,,Orthodox,07-07-1981
Maycee Barber,The Future,13,2,0,165.1,56.7,165.1,Switch,18-05-1998
Mayra Bueno Silva,Sheetara,10,2,1,167.64,61.23,167.64,Orthodox,22-08-1991
Megan Anderson,,11,5,0,182.88,65.77,182.88,Orthodox,11-02-1990
Megumi Fujii,Mega Megu,26,3,0,160.02,51.26,,,
Mehdi Baghdad,The Sultan,11,5,0,185.42,70.31,,Orthodox,13-04-1985
Melchor Manibusan,Barracuda,2,4,0,165.1,69.85,,Southpaw,27-12-1976
Melinda Fabian,,4,4,2,167.64,56.7,167.64,Orthodox,25-06-1987
Melissa Dixon,No Mess,6,0,0,170.18,61.23,172.72,Orthodox,23-07-1991
Melissa Gatto,,8,2,2,165.1,56.7,175.26,Orthodox,02-05-1996
Melissa Martinez,Super Mely,7,1,0,157.48,52.16,167.64,Southpaw,18-08-1997
Melquizael Costa,Melk Cauthy,20,6,0,177.8,70.31,180.34,Southpaw,14-09-1996
Melsik Baghdasaryan,The Gun,8,2,0,175.26,65.77,177.8,Southpaw,28-01-1992
Melton Bowen,The Punisher,0,1,0,182.88,102.06,,Orthodox,16-07-1969
